Amount,Tip,Gender,Smoker,Day,Time,Partysize,TipPct
19.08,1.5,Male,No,Thur,Lunch,2,7.86163522
20.27,2.83,Female,No,Thur,Lunch,2,13.96151949
11.17,1.5,Female,No,Thur,Lunch,2,13.42882722
12.26,2.0,Female,No,Thur,Lunch,2,16.3132137
18.26,3.25,Female,No,Thur,Lunch,2,17.79846659
8.51,1.25,Female,No,Thur,Lunch,2,14.68860165
10.33,2.0,Female,No,Thur,Lunch,2,19.36108422
14.15,2.0,Female,No,Thur,Lunch,2,14.13427562
16.0,2.0,Male,Yes,Thur,Lunch,2,12.5
13.16,2.75,Female,No,Thur,Lunch,2,20.89665653
17.47,3.5,Female,No,Thur,Lunch,2,20.03434459
34.3,6.7,Male,No,Thur,Lunch,6,19.5335277
41.19,5.0,Male,No,Thur,Lunch,5,12.13886866
27.05,5.0,Female,No,Thur,Lunch,6,18.48428835
16.43,2.3,Female,No,Thur,Lunch,2,13.99878271
8.35,1.5,Female,No,Thur,Lunch,2,17.96407186
18.64,1.36,Female,No,Thur,Lunch,3,7.296137339
11.87,1.63,Female,No,Thur,Lunch,2,13.73209773
9.78,1.73,Male,No,Thur,Lunch,2,17.68916155
7.51,2.0,Male,No,Thur,Lunch,2,26.63115846
14.07,2.5,Male,No,Sun,Dinner,2,17.76830135
13.13,2.0,Male,No,Sun,Dinner,2,15.23229246
17.26,2.74,Male,No,Sun,Dinner,3,15.87485516
24.55,2.0,Male,No,Sun,Dinner,4,8.146639511
19.77,2.0,Male,No,Sun,Dinner,4,10.11633789
29.85,5.14,Female,No,Sun,Dinner,5,17.21943049
48.17,5.0,Male,No,Sun,Dinner,6,10.3799045
25.0,3.75,Female,No,Sun,Dinner,4,15.0
13.39,2.61,Female,No,Sun,Dinner,2,19.49215833
16.49,2.0,Male,No,Sun,Dinner,4,12.12856277
21.5,3.5,Male,No,Sun,Dinner,4,16.27906977
12.66,2.5,Male,No,Sun,Dinner,2,19.74723539
16.21,2.0,Female,No,Sun,Dinner,3,12.33806292
13.81,2.0,Male,No,Sun,Dinner,2,14.48225923
17.51,3.0,Female,Yes,Sun,Dinner,2,17.13306682
24.52,3.48,Male,No,Sun,Dinner,3,14.19249592
20.76,2.24,Male,No,Sun,Dinner,2,10.78998073
31.71,4.5,Male,No,Sun,Dinner,4,14.19110691
10.59,1.61,Female,Yes,Sat,Dinner,2,15.20302172
10.63,2.0,Female,Yes,Sat,Dinner,2,18.81467545
50.81,10.0,Male,Yes,Sat,Dinner,3,19.68116512
117.81,3.16,Male,Yes,Sat,Dinner,2,2.682285035
7.25,3.085,Male,Yes,Sun,Dinner,2,42.55172414
16.82,4.0,Male,Yes,Sun,Dinner,2,23.78121284
32.9,3.11,Male,Yes,Sun,Dinner,2,9.452887538
17.89,2.0,Male,Yes,Sun,Dinner,2,11.17942985
14.48,2.0,Male,Yes,Sun,Dinner,2,13.8121547
96.6,4.0,Female,Yes,Sun,Dinner,2,4.140786749
34.63,3.55,Male,Yes,Sun,Dinner,2,10.25122726
34.65,3.68,Male,Yes,Sun,Dinner,4,10.62049062
23.33,5.65,Male,Yes,Sun,Dinner,2,24.21774539
45.35,3.5,Male,Yes,Sun,Dinner,3,7.717750827
23.17,6.5,Male,Yes,Sun,Dinner,4,28.05351748
40.55,3.0,Male,Yes,Sun,Dinner,2,7.398273736
20.69,5.0,Male,No,Sun,Dinner,5,24.1662639
20.9,3.5,Female,No,Sun,Dinner,3,16.74641148
18.15,3.5,Female,Yes,Sun,Dinner,3,19.28374656
23.1,4.0,Male,Yes,Sun,Dinner,3,17.31601732
15.69,1.5,Male,Yes,Sun,Dinner,2,9.560229446
19.81,4.19,Female,Yes,Thur,Lunch,2,21.15093387
28.44,2.56,Male,Yes,Thur,Lunch,2,9.00140647
15.48,2.02,Male,Yes,Thur,Lunch,2,13.04909561
16.58,4.0,Male,Yes,Thur,Lunch,2,24.12545235
7.56,1.44,Male,No,Thur,Lunch,2,19.04761905
10.34,2.0,Male,Yes,Thur,Lunch,2,19.34235977
10.34,2.0,Male,Yes,Thur,Lunch,2,19.34235977
43.11,5.0,Female,Yes,Thur,Lunch,4,11.59823707
13.0,2.0,Female,Yes,Thur,Lunch,2,15.38461538
13.51,2.0,Male,Yes,Thur,Lunch,2,14.803849
18.71,4.0,Male,Yes,Thur,Lunch,3,21.37894174
13.0,2.0,Female,Yes,Thur,Lunch,2,15.38461538
16.4,2.5,Female,Yes,Thur,Lunch,2,15.24390244
20.53,4.0,Male,Yes,Thur,Lunch,4,19.48368242
16.47,3.23,Female,Yes,Thur,Lunch,3,19.61141469
26.59,3.41,Male,Yes,Sat,Dinner,3,12.82437006
38.73,3.0,Male,Yes,Sat,Dinner,4,7.745933385
24.27,2.03,Male,Yes,Sat,Dinner,2,8.364235682
12.76,2.23,Female,Yes,Sat,Dinner,2,17.47648903
30.06,2.0,Male,Yes,Sat,Dinner,3,6.653359947
25.89,5.16,Male,Yes,Sat,Dinner,4,19.93047509
48.33,9.0,Male,No,Sat,Dinner,4,18.62197393
13.27,2.5,Female,Yes,Sat,Dinner,2,18.83948757
28.17,6.5,Female,Yes,Sat,Dinner,3,23.0741924
12.9,1.1,Female,Yes,Sat,Dinner,2,8.527131783
28.15,3.0,Male,Yes,Sat,Dinner,5,10.65719361
11.59,1.5,Male,Yes,Sat,Dinner,2,12.94219154
7.74,1.44,Male,Yes,Sat,Dinner,2,18.60465116
30.14,3.09,Female,Yes,Sat,Dinner,2,10.2521566
12.16,2.2,Male,Yes,Fri,Lunch,2,18.09210526
13.42,3.48,Female,Yes,Fri,Lunch,2,25.9314456
8.58,1.92,Male,Yes,Fri,Lunch,1,22.37762238
15.98,3.0,Female,No,Fri,Lunch,3,18.77346683
13.42,1.58,Male,Yes,Fri,Lunch,2,11.77347243
16.27,2.5,Female,Yes,Fri,Lunch,2,15.36570375
10.09,2.0,Female,Yes,Fri,Lunch,2,19.82160555
20.45,3.0,Male,No,Sat,Dinner,4,14.66992665
13.28,2.72,Male,No,Sat,Dinner,2,20.48192771
22.12,3.085,Female,No,Sun,Dinner,2,13.94665461
24.01,2.0,Male,Yes,Sat,Dinner,4,8.329862557
15.69,3.0,Male,Yes,Sat,Dinner,3,19.12045889
11.61,3.39,Male,No,Sat,Dinner,2,29.19896641
10.77,1.47,Male,No,Sat,Dinner,2,13.64902507
15.53,3.0,Male,Yes,Sun,Dinner,2,19.3174501
10.07,1.25,Male,No,Sat,Dinner,2,12.41310824
12.6,1.0,Male,Yes,Sat,Dinner,2,7.936507937
32.83,1.17,Male,Yes,Sat,Dinner,2,3.563813585
35.83,4.67,Female,No,Sat,Dinner,3,13.03377058
29.03,5.92,Male,No,Sat,Dinner,2,20.39269721
22.67,2.0,Male,Yes,Sat,Dinner,2,8.822232025
17.82,1.75,Male,No,Sat,Dinner,2,9.820426487
18.78,3.0,Female,No,Thur,Lunch,2,15.97444089
19.29,3.23,Male,Yes,Thur,Dinner,3,16.74442716
24.21,3.19,Female,No,Sun,Dinner,2,13.1763734
18.23,2.18,Female,Yes,Sat,Lunch,3,11.95831048
20.5,2.1,Male,Yes,Sat,Dinner,2,10.24390244
30.87,3.69,Male,Yes,Sun,Lunch,3,11.95335277
24.56,2.88,Female,No,Sun,Lunch,2,11.72638436
13.69,2.0,Female,Yes,Thur,Lunch,2,14.6092038
17.89,2.98,Male,Yes,Thur,Dinner,3,16.65735048
22.89,3.0,Female,No,Thur,Dinner,2,13.1061599
19.1,3.1,Male,No,Sat,Lunch,2,16.23036649
9.87,1.68,Female,No,Sat,Lunch,1,17.0212766
19.65,2.89,Male,Yes,Sun,Dinner,2,14.70737913
25.68,3.87,Female,Yes,Sat,Lunch,3,15.07009346
33.87,4.0,Female,No,Sun,Lunch,4,11.80986123
40.45,4.85,Male,Yes,Thur,Dinner,4,11.99011125
33.76,3.29,Female,No,Sat,Dinner,3,9.745260664
29.87,3.7,Female,No,Sun,Dinner,2,12.38701038
8.88,1.5,Male,Yes,Sun,Dinner,1,16.89189189
13.89,2.38,Female,No,Fri,Lunch,2,17.13462923
29.99,3.39,Female,No,Fri,Dinner,3,11.30376792
43.8,4.39,Male,Yes,Sat,Lunch,3,10.02283105
8.9,1.5,Male,No,Fri,Lunch,1,16.85393258
23.91,2.65,Male,Yes,Fri,Dinner,2,11.08322877
33.8,3.0,Female,No,Fri,Dinner,3,8.875739645
40.9,4.67,Female,Yes,Sat,Lunch,3,11.41809291
22.66,2.5,Male,No,Sun,Lunch,3,11.03265666
29.76,3.0,Female,No,Sun,Lunch,3,10.08064516
15.0,2.5,Female,Yes,Sat,Dinner,2,16.66666667
22.5,2.6,Male,No,Thur,Lunch,3,11.55555556
33.6,3.0,Male,No,Fri,Dinner,2,8.928571429
25.65,2.56,Female,Yes,Sat,Lunch,2,9.980506823
30.0,3.0,Female,No,Sun,Lunch,3,10.0
16.7,1.5,Male,Yes,Thur,Dinner,2,8.982035928
25.55,2.3,Female,No,Fri,Lunch,3,9.001956947
27.79,2.59,Female,No,Sat,Dinner,2,9.319899244
30.3,2.15,Male,Yes,Thur,Dinner,3,7.095709571
10.1,1.8,Female,No,Thur,Lunch,2,17.82178218
16.68,1.9,Female,Yes,Sun,Dinner,2,11.39088729
19.9,2.0,Male,Yes,Sun,Lunch,2,10.05025126
30.35,3.3,Female,No,Sat,Lunch,3,10.87314662
44.34,4.1,Male,Yes,Sun,Dinner,4,9.246729815
23.45,2.4,Male,No,Sat,Lunch,2,10.23454158
17.7,2.35,Female,No,Thur,Lunch,2,13.27683616
24.5,2.69,Male,No,Fri,Lunch,3,10.97959184
18.0,1.9,Female,Yes,Thur,Dinner,2,10.55555556
27.8,2.59,Male,Yes,Fri,Lunch,3,9.316546763
35.6,13.55,Male,No,Fri,Dinner,3,38.06179775
29.9,2.1,Female,No,Fri,Lunch,3,7.023411371
16.57,1.79,Female,Yes,Sun,Dinner,2,10.8026554
8.88,1.0,Male,Yes,Fri,Lunch,1,11.26126126
20.66,1.9,Male,No,Thur,Dinner,2,9.196515005
44.4,3.89,Female,No,Sun,Lunch,3,8.761261261
32.56,2.96,Female,Yes,Sat,Lunch,3,9.090909091
27.8,2.59,Male,Yes,Fri,Lunch,3,9.316546763
29.9,2.1,Female,No,Fri,Lunch,3,7.023411371
16.57,1.79,Female,Yes,Sun,Dinner,2,10.8026554
8.88,1.0,Male,Yes,Fri,Lunch,1,11.26126126
20.66,1.9,Male,No,Thur,Dinner,2,9.196515005
44.4,3.89,Female,No,Sun,Lunch,3,8.761261261
32.56,2.96,Female,Yes,Sat,Lunch,3,9.090909091
14.56,3.45,Male,Yes,Sun,Dinner,3,23.69505495
10.07,11.25,Male,No,Sat,Dinner,2,111.7179742
22.01,3.23,Female,Yes,Fri,Lunch,2,14.67514766
13.69,2.0,Female,Yes,Thur,Lunch,2,14.6092038
21.34,2.98,Male,Yes,Thur,Dinner,3,13.96438613
12.89,3.0,Female,No,Thur,Dinner,2,23.2738557
19.65,3.1,Male,No,Sat,Lunch,2,15.77608142
1.01,1.68,Female,No,Sat,Lunch,1,166.3366337
19.65,2.09,Male,Yes,Sun,Dinner,2,10.63613232
21.56,3.66,Female,Yes,Sat,Lunch,3,16.97588126
28.87,3.67,Female,No,Sun,Lunch,3,12.71215795
22.01,4.0,Male,Yes,Thur,Dinner,4,18.17355747
19.76,2.21,Male,No,Sat,Dinner,3,11.18421053
19.09,3.0,Female,No,Thur,Dinner,3,15.71503405
23.9,3.98,Male,Yes,Thur,Dinner,3,16.65271967
20.09,20.96,Female,No,Sun,Dinner,4,104.3305127
14.56,2.78,Female,Yes,Sat,Lunch,2,19.09340659
19.23,2.01,Female,No,Sat,Lunch,3,10.4524181
28.45,2.45,Female,No,Thur,Dinner,2,8.611599297
33.45,4.67,Female,Yes,Sat,Lunch,3,13.96113602
24.67,2.5,Male,No,Sun,Lunch,3,10.13376571
26.9,3.0,Female,No,Sun,Lunch,3,11.15241636
17.6,2.5,Female,Yes,Sat,Dinner,2,14.20454545
21.0,2.6,Male,No,Thur,Lunch,3,12.38095238
30.15,3.0,Male,No,Fri,Dinner,2,9.950248756
29.35,2.56,Female,Yes,Sat,Lunch,2,8.722316865
31.5,3.0,Female,No,Sun,Lunch,3,9.523809524
14.69,1.5,Male,Yes,Thur,Dinner,2,10.21102791
24.0,2.3,Female,No,Fri,Lunch,3,9.583333333
16.65,2.94,Female,No,Sun,Dinner,3,17.65765766
21.56,3.34,Male,Yes,Sat,Lunch,3,15.49165121
25.68,2.78,Female,No,Sun,Lunch,3,10.82554517
22.33,3.9,Male,Yes,Thur,Dinner,4,17.46529333
18.67,2.09,Female,No,Sat,Dinner,3,11.19442957
18.09,3.45,Female,No,Thur,Lunch,3,19.07131012
21.67,3.0,Male,Yes,Thur,Dinner,4,13.844024
27.23,2.9,Male,No,Fri,Lunch,3,10.65001836
18.89,22.23,Male,No,Sun,Lunch,5,117.6813129
16.37,3.21,Female,Yes,Sat,Lunch,2,19.60904093
6.69,0.01,Male,No,Thur,Dinner,3,0.149476831
21.37,1.0,Female,No,Sun,Lunch,3,4.679457183
13.28,2.22,Female,Yes,Sat,Lunch,3,16.71686747
16.45,1.99,Female,No,Thur,Lunch,1,12.09726444
9.96,2.87,Female,Yes,Fri,Dinner,4,28.81526104
18.38,3.01,Female,No,Sat,Dinner,3,16.37649619
16.69,2.68,Male,No,Sun,Lunch,3,16.05751947
22.38,3.01,Male,No,Sun,Dinner,2,13.44950849
24.55,2.0,Male,No,Sat,Lunch,2,8.146639511
20.0,12.9,Female,Yes,Sun,Dinner,5,64.5
27.56,3.59,Female,Yes,Sun,Dinner,4,13.02612482
